,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
1095,1096,check_availability,Resource8,351,352,o89,o89-i1,,
1097,1098,pack_items,Resource12,351,356,o87,,o87-p1,
1098,1099,start_route,Resource14,351,356,o81,,,o81-p1-r1
1100,1101,pick_item,Resource6,352,355,o89,o89-i1,,
1104,1105,pick_item,Resource5,353,355,o89,o89-i0,,
1113,1114,receive_payment,Resource2,356,360,o84,,,
1114,1115,store_package,Resource10,356,362,o84,,o84-p1,
1118,1119,send_invoice,Resource4,357,362,o89,,,
1119,1120,load_package,Resource16,357,363,o81,,,o81-p1-r1
1120,1121,pack_items,Resource9,358,363,o89,,o89-p1,
1121,1122,store_package,Resource11,358,363,o87,,o87-p1,
1124,1125,receive_payment,Resource1,359,364,o87,,,
1126,1127,place_order,Resource2,360,362,o91,,,
1130,1131,check_availability,Resource5,361,364,o91,o91-i0,,
1131,1132,check_availability,Resource6,361,363,o91,o91-i1,,
1134,1135,receive_payment,Resource2,362,366,o89,,,
1136,1137,pick_item,Resource6,363,365,o91,o91-i1,,
1137,1138,store_package,Resource9,363,370,o89,,o89-p1,
1138,1139,start_route,Resource16,363,367,o84,,,o84-p1-r1
1140,1141,pick_item,Resource5,364,365,o91,o91-i0,,
1141,1142,pack_items,Resource10,364,369,o60,,o60-p1,
1142,1143,deliver_package,Resource13,364,370,o81,,,o81-p1-r1
1143,1144,start_route,Resource14,364,369,o87,,,o87-p1-r1
1147,1148,place_order,Resource1,366,367,o92,,,
1148,1149,check_availability,Resource5,367,369,o92,o92-i0,,
1149,1150,check_availability,Resource6,367,368,o92,o92-i1,,
1154,1155,pick_item,Resource6,368,371,o92,o92-i1,,
1155,1156,pick_item,Resource5,369,370,o70,o70-i0,,
1156,1157,pick_item,Resource7,369,372,o70,o70-i1,,
1157,1158,pick_item,Resource8,369,370,o92,o92-i0,,
1158,1159,store_package,Resource10,369,375,o50,,o50-p1,
1161,1162,receive_payment,Resource1,370,373,o60,,,
1162,1163,load_package,Resource13,370,376,o84,,,o84-p1-r1
1164,1165,load_package,Resource15,371,376,o87,,,o87-p1-r1
1165,1166,failed_delivery,Resource19,371,375,o81,,,o81-p1-r1
1166,1167,send_invoice,Resource2,372,377,o70,,,
1168,1169,place_order,Resource1,373,377,o93,,,
1169,1170,check_availability,Resource5,373,375,o80,o80-i0,,
1170,1171,check_availability,Resource6,373,375,o80,o80-i1,,
1171,1172,start_route,Resource16,373,379,o89,,,o89-p1-r1
1173,1174,place_order,Resource3,374,377,o94,,,
1174,1175,check_availability,Resource7,374,376,o93,o93-i0,,
1175,1176,check_availability,Resource8,374,376,o93,o93-i1,,
1177,1178,check_availability,Resource5,375,376,o94,o94-i0,,
1178,1179,check_availability,Resource6,375,377,o94,o94-i1,,
1180,1181,unload_package,Resource19,375,379,o81,,,o81-p1-r1
1181,1182,pick_item,Resource5,376,378,o93,o93-i0,,
1182,1183,pick_item,Resource7,376,377,o93,o93-i1,,
1183,1184,pick_item,Resource8,376,377,o94,o94-i0,,
1184,1185,start_route,Resource13,376,380,o40,,,o40-p1-r1
1186,1187,pick_item,Resource6,377,379,o94,o94-i1,,
1187,1188,deliver_package,Resource20,377,382,o84,,,o84-p1-r1
1192,1193,place_order,Resource1,380,383,o95,,,
1195,1196,check_availability,Resource5,381,382,o95,o95-i0,,
1196,1197,check_availability,Resource6,381,382,o95,o95-i1,,
1198,1199,place_order,Resource2,382,383,o90,,,
