,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2718,2719,pack_items,Resource9,869,874,o204,,o204-p1,
2723,2724,store_package,Resource10,871,876,o201,,o201-p1,
2727,2728,receive_payment,Resource2,872,878,o201,,,
2732,2733,receive_payment,Resource1,874,879,o204,,,
2733,2734,store_package,Resource9,874,879,o204,,o204-p1,
2740,2741,start_route,Resource14,879,885,o201,,,o201-p1-r1
2743,2744,start_route,Resource18,879,883,o204,,,o204-p1-r1
2746,2747,place_order,Resource1,882,884,o205,,,
2748,2749,check_availability,Resource5,883,884,o205,o205-i0,,
2749,2750,check_availability,Resource6,883,885,o205,o205-i1,,
2750,2751,load_package,Resource18,883,888,o204,,,o204-p1-r1
2751,2752,place_order,Resource1,884,885,o206,,,
2752,2753,pick_item,Resource5,884,886,o205,o205-i0,,
2754,2755,place_order,Resource1,885,888,o207,,,
2755,2756,pick_item,Resource6,885,888,o205,o205-i1,,
2756,2757,check_availability,Resource7,885,887,o206,o206-i0,,
2757,2758,check_availability,Resource8,885,888,o206,o206-i1,,
2758,2759,load_package,Resource14,885,890,o201,,,o201-p1-r1
2760,2761,place_order,Resource2,886,888,o208,,,
2761,2762,check_availability,Resource5,886,887,o207,o207-i0,,
2762,2763,load_package,Resource16,886,892,o160,,,o160-p1-r1
2763,2764,check_availability,Resource5,887,891,o207,o207-i1,,
2764,2765,pick_item,Resource7,887,888,o206,o206-i0,,
2765,2766,send_invoice,Resource1,888,893,o205,,,
2766,2767,place_order,Resource2,888,892,o209,,,
2767,2768,pick_item,Resource6,888,892,o207,o207-i0,,
2768,2769,check_availability,Resource7,888,889,o208,o208-i0,,
2769,2770,check_availability,Resource8,888,890,o208,o208-i1,,
2770,2771,pack_items,Resource9,888,892,o205,,o205-p1,
2771,2772,deliver_package,Resource13,888,894,o204,,,o204-p1-r1
2772,2773,pick_item,Resource7,889,892,o206,o206-i1,,
2773,2774,pick_item,Resource8,890,894,o208,o208-i0,,
2774,2775,deliver_package,Resource14,890,895,o201,,,o201-p1-r1
2777,2778,check_availability,Resource5,891,892,o209,o209-i0,,
2778,2779,send_invoice,Resource2,892,896,o206,,,
2779,2780,check_availability,Resource5,892,893,o209,o209-i1,,
2780,2781,pick_item,Resource6,892,893,o208,o208-i1,,
2781,2782,pick_item,Resource7,892,894,o207,o207-i1,,
2782,2783,store_package,Resource9,892,898,o205,,o205-p1,
2783,2784,pack_items,Resource10,892,896,o206,,o206-p1,
2784,2785,receive_payment,Resource1,893,897,o205,,,
2785,2786,pick_item,Resource5,893,894,o209,o209-i0,,
2786,2787,pick_item,Resource6,893,895,o209,o209-i1,,
2787,2788,send_invoice,Resource3,894,901,o207,,,
2788,2789,send_invoice,Resource4,894,899,o208,,,
2789,2790,pack_items,Resource11,894,901,o207,,o207-p1,
2790,2791,pack_items,Resource12,894,899,o208,,o208-p1,
2791,2792,failed_delivery,Resource13,894,898,o204,,,o204-p1-r1
2792,2793,pick_item,Resource5,895,897,o190,o190-i0,,
2793,2794,pick_item,Resource6,895,897,o190,o190-i1,,
2794,2795,failed_delivery,Resource14,895,902,o201,,,o201-p1-r1
2795,2796,send_invoice,Resource2,896,900,o209,,,
2796,2797,pack_items,Resource10,896,900,o180,,o180-p1,
2797,2798,send_invoice,Resource1,897,901,o190,,,
2798,2799,check_availability,Resource5,897,901,o200,o200-i0,,
2799,2800,check_availability,Resource6,897,900,o200,o200-i1,,
2800,2801,pack_items,Resource9,898,904,o209,,o209-p1,
2801,2802,unload_package,Resource13,898,901,o204,,,o204-p1-r1
2802,2803,start_route,Resource15,898,903,o205,,,o205-p1-r1
2803,2804,place_order,Resource4,899,899,o211,,,
2804,2805,store_package,Resource12,899,905,o206,,o206-p1,
2805,2806,start_route,Resource16,899,902,o170,,,o170-p1-r1
2806,2807,receive_payment,Resource2,900,906,o180,,,
2807,2808,receive_payment,Resource4,900,907,o206,,,
2808,2809,check_availability,Resource6,900,905,o211,o211-i0,,
2809,2810,check_availability,Resource7,900,903,o211,o211-i1,,
2810,2811,store_package,Resource10,900,907,o208,,o208-p1,
2811,2812,place_order,Resource1,901,902,o212,,,
2812,2813,receive_payment,Resource3,901,904,o208,,,
2813,2814,store_package,Resource11,901,906,o207,,o207-p1,
2814,2815,end_route,Resource13,901,907,o204,,,o204-p1-r1
2815,2816,receive_payment,Resource1,902,906,o209,,,
2816,2817,check_availability,Resource5,902,906,o212,o212-i0,,
2817,2818,check_availability,Resource8,902,906,o212,o212-i1,,
2818,2819,unload_package,Resource14,902,906,o201,,,o201-p1-r1
2819,2820,start_route,Resource16,902,909,o204,,,o204-p1-r1
2820,2821,pick_item,Resource7,903,905,o211,o211-i1,,
2821,2822,load_package,Resource15,903,909,o205,,,o205-p1-r1
2822,2823,receive_payment,Resource3,904,908,o207,,,
2823,2824,store_package,Resource9,904,908,o209,,o209-p1,
2824,2825,pick_item,Resource6,905,907,o211,o211-i0,,
2825,2826,start_route,Resource17,905,910,o206,,,o206-p1-r1
2826,2827,place_order,Resource1,906,907,o213,,,
2827,2828,pick_item,Resource5,906,908,o212,o212-i0,,
2828,2829,pick_item,Resource7,906,907,o212,o212-i1,,
2830,2831,start_route,Resource18,906,911,o207,,,o207-p1-r1
2831,2832,check_availability,Resource6,907,910,o213,o213-i0,,
2832,2833,check_availability,Resource7,907,908,o213,o213-i1,,
2833,2834,start_route,Resource13,907,911,o201,,,o201-p1-r1
2835,2836,pick_item,Resource5,908,911,o213,o213-i1,,
2836,2837,start_route,Resource20,908,911,o209,,,o209-p1-r1
