,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2542,2543,pick_item,Resource6,818,819,o193,o193-i0,,
2543,2544,pick_item,Resource7,818,821,o194,o194-i1,,
2544,2545,pick_item,Resource5,819,821,o194,o194-i0,,
2547,2548,place_order,Resource3,821,821,o195,,,
2551,2552,check_availability,Resource5,822,824,o195,o195-i0,,
2552,2553,check_availability,Resource6,822,823,o195,o195-i1,,
2554,2555,place_order,Resource1,823,826,o196,,,
2555,2556,pick_item,Resource6,823,825,o195,o195-i1,,
2558,2559,pick_item,Resource5,824,823,o195,o195-i0,,
2559,2560,check_availability,Resource7,824,826,o196,o196-i0,,
2560,2561,check_availability,Resource8,824,825,o196,o196-i1,,
2562,2563,place_order,Resource2,825,829,o197,,,
2563,2564,pick_item,Resource5,825,827,o196,o196-i1,,
2565,2566,place_order,Resource1,826,828,o198,,,
2566,2567,pick_item,Resource6,826,828,o196,o196-i0,,
2567,2568,check_availability,Resource7,826,827,o197,o197-i0,,
2568,2569,check_availability,Resource8,826,827,o197,o197-i1,,
2572,2573,check_availability,Resource5,827,832,o180,o180-i0,,
2573,2574,check_availability,Resource7,827,829,o180,o180-i1,,
2574,2575,pick_item,Resource8,827,829,o197,o197-i0,,
2575,2576,pack_items,Resource9,827,832,o170,,o170-p1,
2579,2580,pick_item,Resource6,828,829,o197,o197-i1,,
2580,2581,check_availability,Resource6,829,832,o198,o198-i0,,
2581,2582,check_availability,Resource7,829,832,o198,o198-i1,,
2583,2584,place_order,Resource1,830,831,o190,,,
2584,2585,place_order,Resource2,830,832,o199,,,
2586,2587,receive_payment,Resource1,831,837,o170,,,
2587,2588,send_invoice,Resource3,831,836,o191,,,
2589,2590,check_availability,Resource8,831,833,o199,o199-i0,,
2590,2591,pack_items,Resource10,831,838,o191,,o191-p1,
2592,2593,pack_items,Resource12,831,836,o193,,o193-p1,
2596,2597,send_invoice,Resource2,832,837,o193,,,
2597,2598,check_availability,Resource5,832,837,o199,o199-i1,,
2598,2599,pick_item,Resource6,832,835,o198,o198-i0,,
2599,2600,pick_item,Resource7,832,834,o198,o198-i1,,
2600,2601,pack_items,Resource9,832,839,o194,,o194-p1,
2602,2603,pick_item,Resource8,833,834,o199,o199-i0,,
2606,2607,send_invoice,Resource3,836,842,o194,,,
2607,2608,send_invoice,Resource4,836,840,o195,,,
2608,2609,pack_items,Resource11,836,841,o195,,o195-p1,
2609,2610,pack_items,Resource12,836,842,o196,,o196-p1,
2612,2613,send_invoice,Resource1,837,843,o196,,,
2613,2614,send_invoice,Resource2,837,842,o198,,,
2614,2615,pick_item,Resource5,837,839,o199,o199-i1,,
2615,2616,pack_items,Resource10,838,843,o197,,o197-p1,
2617,2618,pack_items,Resource9,839,844,o198,,o198-p1,
2620,2621,send_invoice,Resource4,840,845,o197,,,
2624,2625,send_invoice,Resource2,842,847,o199,,,
2625,2626,receive_payment,Resource3,842,846,o191,,,
2626,2627,store_package,Resource12,842,846,o193,,o193-p1,
2629,2630,store_package,Resource10,843,849,o191,,o191-p1,
2631,2632,store_package,Resource9,844,852,o194,,o194-p1,
2633,2634,receive_payment,Resource4,845,851,o193,,,
2636,2637,receive_payment,Resource3,846,853,o195,,,
2637,2638,pack_items,Resource11,846,851,o199,,o199-p1,
2638,2639,store_package,Resource12,846,850,o195,,o195-p1,
2639,2640,load_package,Resource14,846,851,o150,,,o150-p1-r1
2643,2644,receive_payment,Resource1,847,852,o194,,,
2644,2645,receive_payment,Resource2,847,852,o198,,,
2645,2646,start_route,Resource16,847,851,o193,,,o193-p1-r1
2646,2647,store_package,Resource10,849,855,o196,,o196-p1,
2647,2648,start_route,Resource13,849,855,o160,,,o160-p1-r1
2648,2649,store_package,Resource12,850,854,o197,,o197-p1,
2649,2650,start_route,Resource15,850,855,o191,,,o191-p1-r1
2652,2653,receive_payment,Resource4,851,857,o196,,,
2653,2654,store_package,Resource11,851,856,o198,,o198-p1,
2654,2655,start_route,Resource14,851,856,o195,,,o195-p1-r1
2656,2657,load_package,Resource20,851,858,o193,,,o193-p1-r1
2657,2658,place_order,Resource1,852,853,o201,,,
2658,2659,receive_payment,Resource2,852,857,o197,,,
2659,2660,store_package,Resource9,852,857,o199,,o199-p1,
2660,2661,receive_payment,Resource1,853,857,o199,,,
2661,2662,place_order,Resource3,853,856,o202,,,
2662,2663,check_availability,Resource5,853,855,o201,o201-i0,,
2663,2664,check_availability,Resource6,853,854,o201,o201-i1,,
2664,2665,pick_item,Resource6,854,856,o201,o201-i1,,
2665,2666,check_availability,Resource7,854,857,o202,o202-i0,,
2666,2667,check_availability,Resource8,854,856,o202,o202-i1,,
2667,2668,start_route,Resource17,854,859,o194,,,o194-p1-r1
2668,2669,pick_item,Resource5,855,855,o201,o201-i0,,
2670,2671,start_route,Resource15,855,861,o197,,,o197-p1-r1
2672,2673,pick_item,Resource5,856,858,o202,o202-i1,,
2673,2674,load_package,Resource14,856,860,o191,,,o191-p1-r1
2674,2675,start_route,Resource16,856,862,o196,,,o196-p1-r1
2675,2676,pick_item,Resource6,857,858,o202,o202-i0,,
2677,2678,load_package,Resource20,858,863,o195,,,o195-p1-r1
2680,2681,pick_item,Resource5,860,861,o180,o180-i1,,
2683,2684,place_order,Resource1,861,863,o203,,,
2687,2688,check_availability,Resource7,862,862,o203,o203-i0,,
