,event-identifier,activity,resource,startTimestamp,completeTimestamp,Order,Item,Package,Route
2881,2882,pack_items,Resource10,928,934,o190,,o190-p1,
2882,2883,place_order,Resource1,929,930,o216,,,
2883,2884,pack_items,Resource11,929,934,o215,,o215-p1,
2884,2885,store_package,Resource12,929,935,o212,,o212-p1,
2885,2886,receive_payment,Resource1,930,935,o213,,,
2886,2887,receive_payment,Resource2,930,934,o211,,,
2887,2888,check_availability,Resource5,930,932,o216,o216-i0,,
2888,2889,check_availability,Resource6,930,932,o216,o216-i1,,
2889,2890,store_package,Resource9,930,934,o213,,o213-p1,
2890,2891,place_order,Resource4,931,933,o217,,,
2891,2892,pick_item,Resource7,931,932,o200,o200-i1,,
2893,2894,pick_item,Resource5,932,935,o200,o200-i0,,
2894,2895,pick_item,Resource6,932,934,o216,o216-i0,,
2895,2896,pick_item,Resource7,932,934,o216,o216-i1,,
2896,2897,check_availability,Resource8,932,933,o217,o217-i0,,
2899,2900,check_availability,Resource8,933,935,o217,o217-i1,,
2902,2903,pick_item,Resource6,934,935,o217,o217-i0,,
